question,label
야야 금요일 금오도 미세먼지 맑나요,O S-DATE S-LOCATION O O
오늘 양주 미세먼지 알려줄래,S-DATE S-LOCATION O O
수요일 포천 미세먼지 알려줘,S-DATE S-LOCATION O O
아 목요일 연천 미세먼지 알려줘,O S-DATE S-LOCATION O O
의정부 오늘 미세먼지 알려줘,S-LOCATION S-DATE O O
선유도 오늘 미세먼지 알려줘,S-LOCATION S-DATE O O
수요일 우도 가는데 미세먼지 알려줘,S-DATE S-LOCATION O O O
오늘 대구 미세먼지 알려줘,S-DATE S-LOCATION O O
수원 오늘 미세먼지 궁금해,S-LOCATION S-DATE O O
경북 영월 수요일 미세먼지 알려줘,B-LOCATION E-LOCATION S-DATE O O
오산 화요일 미세먼지 알려줄래,S-LOCATION S-DATE O O
함평 오늘 미세먼지 알려줘,S-LOCATION S-DATE O O
강원도 춘천 가는데 오늘 미세먼지 알려줘,B-LOCATION E-LOCATION O S-DATE O O
전북 군산 가는데 화요일 미세먼지 알려줄래,B-LOCATION E-LOCATION O S-DATE O O
제주 서귀포 가려는데 화요일 미세먼지 알려줘,B-LOCATION E-LOCATION O S-DATE O O
오늘 제주도 미세먼지 알려줘,S-DATE S-LOCATION O O
울릉도 화요일 미세먼지 어때,S-LOCATION S-DATE O O
그럼 이제 우도 화요일 미세먼지 알려줘,O O S-LOCATION S-DATE O O
오늘 인천 가려는데 미세먼지 알려줄래,S-DATE S-LOCATION O O O
평택 가려는데 오늘 미세먼지 어때,S-LOCATION O S-DATE O O
해남 가는데 오늘 미세먼지 맑나요,S-LOCATION O S-DATE O O
전남 목포 가려는데 화요일 미세먼지 궁금해요,B-LOCATION E-LOCATION O S-DATE O O
안산 가는데 오늘 미세먼지 어때,S-LOCATION O S-DATE O O
화요일 경기 부천 미세먼지 알려줘,S-DATE B-LOCATION E-LOCATION O O
청주 가는데 모레 미세먼지 어때,S-LOCATION O S-DATE O O
화요일 경기 광주 미세먼지 알려줘,S-DATE B-LOCATION E-LOCATION O O
그럼 다음 주 전주 미세먼지 심하려나,O B-DATE E-DATE S-LOCATION O O
이번 주 서울 여행 가는데 황사 오니,B-DATE E-DATE S-LOCATION O O O O
글쎄 이번 주 대구 미세먼지 심할까 어떤지 알려줘,O B-DATE E-DATE S-LOCATION O O O O
그럼 부산 이번 주 미세먼지 맑은지 알려줄래,O S-LOCATION B-DATE E-DATE O O O
ㅋㅋㅋ 아 광주 미세먼지 심하나,O O S-LOCATION O O
아니 ㅋㅋㅋ 광주 미세먼지 심하냐고고,O O S-LOCATION O O
야 ㅎㅎ 울산 수요일 미세먼지 심하려나,O O S-LOCATION S-DATE O O
나 글쎄 화요일 서울 가는데 미세먼지 알려줘,O O S-DATE S-LOCATION O O O
아니 광주 이번 주 황사 오려나,O S-LOCATION B-DATE E-DATE O O
하 울산 이번 주 미세먼지 어때,O S-LOCATION B-DATE E-DATE O O
그럼 이번 주 인천 미세먼지 황사 오니,O B-DATE E-DATE S-LOCATION O O O
친구 이번 주 전주 미세먼지 어떤지 알려줄래,O B-DATE E-DATE S-LOCATION O O O
이번 달 이따가 강릉 맑아,B-DATE E-DATE O S-LOCATION O
그럼 이번 주 대구 미세먼지 알려줘,O B-DATE E-DATE S-LOCATION O O
아니 이번 주 속초 미세먼지 맑니,O B-DATE E-DATE S-LOCATION O O
ㅋㅋ 이번 주 과천 황사 오니,O B-DATE E-DATE S-LOCATION O O
ㅋㅋㅋ 이번 주 군산 미세먼지 어때,O B-DATE E-DATE S-LOCATION O O
다음 주 ㅎㅎ 전주 미세먼지 알려줘,B-DATE E-DATE O S-LOCATION O O
그럼 이번 주 부산 미세먼지 알려줘,O B-DATE E-DATE S-LOCATION O O
그럼 이제 이번 주 광주 미세먼지 알려줘,O O B-DATE E-DATE S-LOCATION O O
아 참 이번 주 울산 미세먼지 알려줘,O O B-DATE E-DATE S-LOCATION O O
알려주라 이번 주 미세먼지 부산,O B-DATE E-DATE O S-LOCATION
참 맞다 진도 미세먼지,O O S-LOCATION O
아이고 이번 주 인천 미세먼지 알려줘,O B-DATE E-DATE S-LOCATION O O
그러면 이번 주 전주 미세먼지 알려줘,O B-DATE E-DATE S-LOCATION O O
저기 이번 주 강릉 미세먼지 알려줘,O B-DATE E-DATE S-LOCATION O O
아하 이번 주 속초 미세먼지 알려줘,O B-DATE E-DATE S-LOCATION O O
마지막 이번 주 과천 미세먼지 알려줘,O B-DATE E-DATE S-LOCATION O O
제발 이번 주 군산 미세먼지 알려줘,O B-DATE E-DATE S-LOCATION O O
이번 주 금암동 미세먼지 어떨지 알려주겠니,B-DATE E-DATE S-LOCATION O O O
이번 주 창포길 미세먼지 심할까,B-DATE E-DATE S-LOCATION O O
이번 주 부산 미세먼지 알려줘,B-DATE E-DATE S-LOCATION O O
이번 주 구리 미세먼지 알려줘,B-DATE E-DATE S-LOCATION O O
이번 주 오산 미세먼지 알려줘,B-DATE E-DATE S-LOCATION O O
이번 주 인제 미세먼지 알려줘,B-DATE E-DATE S-LOCATION O O
이번 주 대전 미세먼지 알려줘,B-DATE E-DATE S-LOCATION O O
이번 주 세종 미세먼지 알려줘,B-DATE E-DATE S-LOCATION O O
이번 주 덕진구 미세먼지 알려줘,B-DATE E-DATE S-LOCATION O O
오늘 부산 미세먼지 알려줄래,S-DATE S-LOCATION O O
화요일 금천구 미세먼지 알려줄래,S-DATE S-LOCATION O O
금천구 미세먼지 알려줘,S-LOCATION O O
반월동 미세먼지 알려줄래,S-LOCATION O O
나 화요일 가는데 다음 주 전주 미세먼지 심하려나,O S-DATE O B-DATE E-DATE S-LOCATION O O
아 그러게 미세먼지 알려줄래,O O O O
이제 제발 미세먼지 알려줘,O O O O
그러면 미세먼지 뭐야,O O O
아 참 맞다 모레 대구 미세먼지 알려줘,O O O S-DATE S-LOCATION O O
ㅋㅋㅋ 모레 미룡동 미세먼지 알려줘,O S-DATE S-LOCATION O O
그러면 이따가 오늘 관악구 미세먼지 알려줘,O O S-DATE S-LOCATION O O
아 아하 화요일 마포구 미세먼지 알려줘,O O S-DATE S-LOCATION O O
월요일 미세먼지 어떨 것 같냐,S-DATE O O O O
이번 주 서울 황사 오니,B-DATE E-DATE S-LOCATION O O
이번 주 대구 미세먼지 심할까 어떤지 알려줘,B-DATE E-DATE S-LOCATION O O O O
부산 이번 주 미세먼지 맑은지 알려줄래,S-LOCATION B-DATE E-DATE O O O
광주 이번 주 황사 오려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O
이번 주 인천 미세먼지 황사 오니,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
이번 주 속초 미세먼지 맑니,B-DATE E-DATE S-LOCATION O O
이번 주 과천 황사 오니,B-DATE E-DATE S-LOCATION O O
이번 주 군산 미세먼지 어때,B-DATE E-DATE S-LOCATION O O
그러면 오늘 미세먼지 알려줘,O S-DATE O O
그러면 모레 미세먼지 알려줘,O S-DATE O O
그러면 오늘 미세먼지 알려줘,O S-DATE O O
그러면 화요일 서초 미세먼지 알려줘,O S-DATE S-LOCATION O O
그러면 관악구 미세먼지 알려줘,O S-LOCATION O O
그러면 조촌동 미세먼지 알려줘,O S-LOCATION O O
그러면 금암동 미세먼지,O S-LOCATION O
아 맞다 내일 서초 미세먼지 말해줘,O O S-DATE S-LOCATION O O
아 맞다 모레 서초구 미세먼지,O O S-DATE S-LOCATION O
아 맞다 오늘 관악 미세먼지 말해주라,O O S-DATE S-LOCATION O O
아 맞다 이번 주 미세먼지,O O B-DATE E-DATE O
아 맞다 다음 주 미세먼지 뭐야,O O B-DATE E-DATE O O
그러면 이따가 이번 달 미세먼지 말해줘,O O B-DATE E-DATE O O
아하 다음 달 미세먼지 알려주세요,O B-DATE E-DATE O O
이번 주 강남구 미세먼지,B-DATE E-DATE S-LOCATION O
오늘 경기도 구리 미세먼지,S-DATE B-LOCATION E-LOCATION O
내일 경기도 부천 미세먼지 말해줘,S-DATE B-LOCATION E-LOCATION O O
모레 경기도 의정부 미세먼지 말해줘,S-DATE B-LOCATION E-LOCATION O O
내일 제주도 미세먼지 뭐야,S-DATE S-LOCATION O O
오늘 울릉도 미세먼지 뭐야,S-DATE S-LOCATION O O
오늘 강원도 미세먼지 말해줘,S-DATE S-LOCATION O O
내일모레 강원도 강릉 미세먼지 말해줘,S-DATE B-LOCATION E-LOCATION O O
모레 강릉 미세먼지 말해줘,S-DATE S-LOCATION O O
이번 주 강릉 미세먼지 말해줘,B-DATE E-DATE S-LOCATION O O
이번 주 강원도 원주 미세먼지 말해줘,B-DATE E-DATE B-LOCATION E-LOCATION O O
오늘 삼척 미세먼지 말해줘,S-DATE S-LOCATION O O
내일모레 강원도 삼척 미세먼지 말해줘,S-DATE B-LOCATION E-LOCATION O O
다음 주 전주 미세먼지 심하려나,B-DATE E-DATE S-LOCATION O O
이번 주 서울 황사 오니,B-DATE E-DATE S-LOCATION O O
아 이번 주 대구 미세먼지 심할까 어떤지 알려줘,O B-DATE E-DATE S-LOCATION O O O O
부산 이번 주 미세먼지 맑은지 알려줄래 ㅋㅋ,S-LOCATION B-DATE E-DATE O O O O
광주 이번 주 황사 오려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O
이번 주 인천 미세먼지 황사 오니,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 미세먼지 어떤지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
이번 주 속초 미세먼지 맑니,B-DATE E-DATE S-LOCATION O O
이번 주 과천 황사 오니,B-DATE E-DATE S-LOCATION O O
이번 주 군산 미세먼지 어때,B-DATE E-DATE S-LOCATION O O
이번 주 강원도 춘천 미세먼지 말해줘,B-DATE E-DATE B-LOCATION E-LOCATION O O
내일모레 전라북도 전주 미세먼지 말해줘,S-DATE B-LOCATION E-LOCATION O O
오늘 날짜 경기도 고양 가거든 미세먼지 알려줘,S-DATE O B-LOCATION O E-LOCATION O O
내일모레 날짜 경기도 안양 미세먼지 알려줘,S-DATE O B-LOCATION E-LOCATION O O
다음 주 전주 갈 건데 미세먼지 심하려나,B-DATE E-DATE S-LOCATION O O O O
이번 주 서울 가는데 황사 오니,B-DATE E-DATE S-LOCATION O O O
글쎄 이번 주 대구 미세먼지 심할까 어떤지 알려줘,O B-DATE E-DATE S-LOCATION O O O O
아 부산 이번 주 미세먼지 맑은지 알려줄래,O S-LOCATION B-DATE E-DATE O O O
그러면 광주 이번 주 황사 오려나,O S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때 ㅋㅋ,S-LOCATION B-DATE E-DATE O O O
이번 주 인천 미세먼지 황사 오니 ㅎㅎㅎ,B-DATE E-DATE S-LOCATION O O O O
이번 주 전주 미세먼지 어떤지 알려줄래 ㄷㄷ,B-DATE E-DATE S-LOCATION O O O O
이번 주 강릉 맑다고 ㅎ,B-DATE E-DATE S-LOCATION O O
ㅋㅋ 이번 주 속초 미세먼지 공기고,O B-DATE E-DATE S-LOCATION O O
이번 주 과천 황사 심하냐고고,B-DATE E-DATE S-LOCATION O O
아 이번 주 군산 미세먼지 어떻다고,O B-DATE E-DATE S-LOCATION O O
내일 경기도 안양 미세먼지 알려달라고,S-DATE B-LOCATION E-LOCATION O O
아하 내일모레 안양 미세먼지 알려달라니까,O S-DATE S-LOCATION O O
내일 경기 미세먼지 알려줘,S-DATE S-LOCATION O O
내일 경기 동두천 미세먼지 알려줘,S-DATE B-LOCATION E-LOCATION O O
내일 날짜 동두천 미세먼지 알려줘,S-DATE O S-LOCATION O O
아 이번 주 강릉 맑아,O B-DATE E-DATE S-LOCATION O
아 이번 주 속초 미세먼지 맑니,O B-DATE E-DATE S-LOCATION O O
아 이번 주 과천 황사 오니,O B-DATE E-DATE S-LOCATION O O
아 이번 주 군산 미세먼지 어때,O B-DATE E-DATE S-LOCATION O O
내일모레 동두천 미세먼지 알려줘 ㅋㅋ,S-DATE S-LOCATION O O O
내일 의정부 미세먼지 말해줘 ㅋ,S-DATE S-LOCATION O O O
내일 나운동 미세먼지 말해줘 ㅋㅋㅋ,S-DATE S-LOCATION O O O
내일모레 송천동 미세먼지 말해줘 ㅋㅋㅋㅋ,S-DATE S-LOCATION O O O
내일 화순 미세먼지 말해줘 ㅋㅋㅋㅋㅋ,S-DATE S-LOCATION O O O
오늘 전라남도 여수 미세먼지 말해줘 ㅋㅋ,S-DATE B-LOCATION E-LOCATION O O O
내일 전라남도 여수 미세먼지 말해줘 ㅋ,S-DATE B-LOCATION E-LOCATION O O O
내일 광양 미세먼지 말해줘 ㅋㅋ,S-DATE S-LOCATION O O O
참 내일 전라북도 부안 미세먼지 알려줘,O S-DATE B-LOCATION E-LOCATION O O
그러게 내일모레 전라남도 순천 미세먼지 알려줘,O S-DATE B-LOCATION E-LOCATION O O
하여튼 내일 미세먼지 알려줘,O S-DATE O O
하여간 내일 미세먼지 알려줘,O S-DATE O O
그리고 다음 주 전주 미세먼지 심하려나,O B-DATE E-DATE S-LOCATION O O
그렇지만 이번 주 서울 황사 오니,O B-DATE E-DATE S-LOCATION O O
그리고 이번 주 대구 미세먼지 심할까 어떤지 알려줘,O B-DATE E-DATE S-LOCATION O O O O
하여튼 부산 이번 주 미세먼지 맑은지 알려줄래,O S-LOCATION B-DATE E-DATE O O O
그러게 광주 이번 주 황사 오려나,O S-LOCATION B-DATE E-DATE O O
아니 울산 이번 주 미세먼지 어때,O S-LOCATION B-DATE E-DATE O O
그래도 이번 주 인천 미세먼지 황사 오니,O B-DATE E-DATE S-LOCATION O O O
그러게 이번 주 전주 미세먼지 어떤지 알려줄래,O B-DATE E-DATE S-LOCATION O O O
그래서 모레 미세먼지 알려줘,O S-DATE O O
따라서 내일모레 부산 미세먼지 알려줘,O S-DATE S-LOCATION O O
그러니까 인천 미세먼지 알려줘,O S-LOCATION O O
알겠으니까 내일모레 서울특별시 미세먼지 알려줘,O S-DATE S-LOCATION O O
또는 내일 광주 미세먼지 알려줘,O S-DATE S-LOCATION O O
혹은 광주광역시 미세먼지 알려줘,O S-LOCATION O O
알았으니까 내일모레 대구광역시 미세먼지 알려줘,O S-DATE S-LOCATION O O
알겠어 내일 대구 미세먼지 알려줘,O S-DATE S-LOCATION O O
야 이번 주 대구광역시 미세먼지 알려줘,O B-DATE E-DATE S-LOCATION O O
아울러 이번 주 대구 미세먼지,O B-DATE E-DATE S-LOCATION O
게다가 내일모레 주 울산 미세먼지 알려줘,O B-DATE E-DATE S-LOCATION O O
그뿐 오늘 울산 미세먼지 뭐야,O S-DATE S-LOCATION O O
아니 내일 울산광역시 미세먼지 알려줘,O S-DATE S-LOCATION O O
그러니까 모레 서울특별시 미세먼지 알려줘,O S-DATE S-LOCATION O O
내일 날짜 울산광역시 미세먼지 알려줘,S-DATE O S-LOCATION O O
결국 내일모레 대구광역시 미세먼지 알려줘,O S-DATE S-LOCATION O O
아니 다음 주 대구 미세먼지 말해줄래,O B-DATE E-DATE S-LOCATION O O
그러면 내일 춘천 미세먼지 알려줘,O S-DATE S-LOCATION O O
아하 내일 충청북도 미세먼지 알려줘,O S-DATE S-LOCATION O O
이제 아하 내일 충청북도 청주 미세먼지 알려줘,O O S-DATE B-LOCATION E-LOCATION O O
오늘 청주 미세먼지 알려줄래,S-DATE S-LOCATION O O
내일 청주 미세먼지 말해줄래,S-DATE S-LOCATION O O
오늘 청주 미세먼지 말해주라,S-DATE S-LOCATION O O
이번 주 청주 미세먼지 말해주라,B-DATE E-DATE S-LOCATION O O
내일 부안 미세먼지 말해주라,S-DATE S-LOCATION O O
오늘 고양 미세먼지 말해주라,S-DATE S-LOCATION O O
다음 주 전주 미세먼지 심하려나,B-DATE E-DATE S-LOCATION O O
이번 주 서울 황사 오니,B-DATE E-DATE S-LOCATION O O
이번 주 대구 미세먼지 심할까 어떤지 알려줘,B-DATE E-DATE S-LOCATION O O O O
부산 이번 주 미세먼지 맑은지 알려줄래,S-LOCATION B-DATE E-DATE O O O
광주 이번 주 황사 오려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 미세먼지 어때,S-LOCATION B-DATE E-DATE O O
이번 주 인천 미세먼지 황사 오니 ㅋ,B-DATE E-DATE S-LOCATION O O O O
이번 주 전주 미세먼지 어떤지 알려줄래 ㅋ,B-DATE E-DATE S-LOCATION O O O O
이번 주 강릉 맑아 ㅋㅋ,B-DATE E-DATE S-LOCATION O O
이번 주 속초 미세먼지 맑니 ㅋㅋ,B-DATE E-DATE S-LOCATION O O O
이번 주 과천 황사 오니 ㅋㅋ,B-DATE E-DATE S-LOCATION O O O
이번 주 군산 미세먼지 어때 ㅋㅋ,B-DATE E-DATE S-LOCATION O O O
그런데 이번 주 청주 미세먼지 말해주라,O B-DATE E-DATE S-LOCATION O O
그러면 내일모레 양주 미세먼지 말해주라,O S-DATE S-LOCATION O O
다음 내일 화성 미세먼지 알려줄래,O S-DATE S-LOCATION O O
여기 오늘 화성 미세먼지 말해주라,O S-DATE S-LOCATION O O
아무튼 내일 김포 미세먼지 알려줄래,O S-DATE S-LOCATION O O
내일모레 광명 그러면 미세먼지 알려줄래,S-DATE S-LOCATION O O O
오늘 시흥 미세먼지 아무튼 알려줘,S-DATE S-LOCATION O O O
하여튼 오늘 시흥 미세먼지 알려줘,O S-DATE S-LOCATION O O
모레 하여튼 김포 미세먼지 알려줄래,S-DATE O S-LOCATION O O
모레 광명 미세먼지 하여튼 알려줄래,S-DATE S-LOCATION O O O
모레 평택 미세먼지 알려줄래 하여튼,S-DATE S-LOCATION O O O
어쨋든 모레 안산 미세먼지 알려줄래,O S-DATE S-LOCATION O O
오늘 어쨋든 김포 미세먼지 알려줄래,S-DATE O S-LOCATION O O
오늘 용인 어쨋든 미세먼지 알려줄래,S-DATE S-LOCATION O O O
오늘 김포 미세먼지 알려줄래 어쨋든,S-DATE S-LOCATION O O O
그러니까 오늘 의정부 미세먼지 알려줄래,O S-DATE S-LOCATION O O
오늘 주 그러니까 김포 미세먼지 알려줄래,B-DATE E-DATE O S-LOCATION O O
이번 주 의정부 그러니까 미세먼지 알려줄래,B-DATE E-DATE S-LOCATION O O O
오늘 구리 미세먼지 그러니까 알려줄래,S-DATE S-LOCATION O O O
오늘 하남 미세먼지 알려줄래 그러니까,S-DATE S-LOCATION O O O
그리고 내일 하남 미세먼지 알려줄래,O S-DATE S-LOCATION O O
오늘 그리고 여주 미세먼지 알려줘,S-DATE O S-LOCATION O O
모레 이천 그리고 미세먼지 알려줘,S-DATE S-LOCATION O O O
내일 이천 미세먼지 알려주라 그리고,S-DATE S-LOCATION O O O
ㅋㅋ 오늘 오산 미세먼지 ㅋㅋ,O S-DATE S-LOCATION O O
오늘 ㅋㅋ 안성 미세먼지 ㅋㅋ,S-DATE O S-LOCATION O O
오늘 평택 ㅋㅋ 미세먼지 ㅋㅋ,S-DATE S-LOCATION O O O
모레 오산 미세먼지 ㅋㅋ 알려줘,S-DATE S-LOCATION O O O
내일 안성 미세먼지 ㅋㅋ ㅋㅋ,S-DATE S-LOCATION O O O
이번 주 평택 미세먼지 ㅋㅋ,B-DATE E-DATE S-LOCATION O O
내일 수원 미세먼지 ㅋㅋ,S-DATE S-LOCATION O O
이번 주 의왕 미세먼지 ㅋㅋ,B-DATE E-DATE S-LOCATION O O
오늘 의왕 미세먼지 알려주세요,S-DATE S-LOCATION O O
내일 안성 미세먼지 ㅋㅋ,S-DATE S-LOCATION O O
이번 주 평택 미세먼지 알려주세요,B-DATE E-DATE S-LOCATION O O
이번 주 평택 미세먼지 알려주세요,B-DATE E-DATE S-LOCATION O O
이번 주 용인 미세먼지 알려주세요,B-DATE E-DATE S-LOCATION O O
오늘 성남 미세먼지 알려주세요,S-DATE S-LOCATION O O
오늘 수원 미세먼지 알려주세요,S-DATE S-LOCATION O O
